Registreringsland /Skattemæssigt hjemsted;ISIN-kode;Navn ;LEI kode;ASIDENT;CVR/SE/TIN;Navn  ;Første registreringsår
Luxembourg (LU);LU0561744862;BGF European Equity  Income Fund- Aggregate (CLASS A5G);549300EO4UBXXE7L7Y87;;19624500019;BGF European Equity Income Fund - Aggregate;2020
Luxembourg (LU);LU1019632923;BGF European Equity  Income Fund- Aggregate (CLASS A6 HEDGED);549300EO4UBXXE7L7Y87;;19624500019;BGF European Equity Income Fund - Aggregate;2020
Luxembourg (LU);LU1019634622;BGF European Equity  Income Fund- Aggregate (CLASS A6 HEDGED);549300EO4UBXXE7L7Y87;;19624500019;BGF European Equity Income Fund - Aggregate;2020
Luxembourg (LU);LU1051768569;BGF European Equity  Income Fund- Aggregate (CLASS A6);549300EO4UBXXE7L7Y87;;19624500019;BGF European Equity Income Fund - Aggregate;2020
Luxembourg (LU);LU1051770623;BGF European Equity  Income Fund- Aggregate (CLASS A6);549300EO4UBXXE7L7Y87;;19624500019;BGF European Equity Income Fund - Aggregate;2020
Luxembourg (LU);LU1051771274;BGF European Equity  Income Fund- Aggregate (CLASS A6);549300EO4UBXXE7L7Y87;;19624500019;BGF European Equity Income Fund - Aggregate;2020
Luxembourg (LU);LU1019636163;BGF European Equity  Income Fund- Aggregate (CLASS A8 HEDGED);549300EO4UBXXE7L7Y87;;19624500019;BGF European Equity Income Fund - Aggregate;2020
Luxembourg (LU);LU0579997130;BGF European Equity  Income Fund- Aggregate (CLASS D2);549300EO4UBXXE7L7Y87;;19624500019;BGF European Equity Income Fund - Aggregate;2020
Luxembourg (LU);LU0875160912;BGF European Equity  Income Fund- Aggregate (CLASS D4);549300EO4UBXXE7L7Y87;;19624500019;BGF European Equity Income Fund - Aggregate;2020
Luxembourg (LU);LU0883524240;BGF European Equity  Income Fund- Aggregate (CLASS I4);549300EO4UBXXE7L7Y87;;19624500019;BGF European Equity Income Fund - Aggregate;2020
Luxembourg (LU);LU1153584641;BGF European Equity Income Fund - Aggregate (CLASS A2  HEDGED);549300EO4UBXXE7L7Y87;;19624500019;BGF European Equity Income Fund - Aggregate;2020
Luxembourg (LU);LU1241525267;BGF European Equity Income Fund - Aggregate (CLASS A8 HEDGED);549300EO4UBXXE7L7Y87;;19624500019;BGF European Equity Income Fund - Aggregate;2020
Luxembourg (LU);LU1220229436;BGF European Equity Income Fund - Aggregate (CLASS A8 HEDGED);549300EO4UBXXE7L7Y87;;19624500019;BGF European Equity Income Fund - Aggregate;2020
Luxembourg (LU);LU1220229196;BGF European Equity Income Fund - Aggregate (CLASS A8 HEDGED);549300EO4UBXXE7L7Y87;;19624500019;BGF European Equity Income Fund - Aggregate;2020
Luxembourg (LU);LU1984140779;BGF European Equity Income Fund - Aggregate (Class D2);549300EO4UBXXE7L7Y87;;19624500019;BGF European Equity Income Fund - Aggregate;2020
Luxembourg (LU);LU1200839964;BGF European Equity Income Fund - Aggregate (CLASS D6 HEDGED);549300EO4UBXXE7L7Y87;;19624500019;BGF European Equity Income Fund - Aggregate;2020
Luxembourg (LU);LU1222728690;BGF European Equity Income Fund - Aggregate (CLASS I2);549300EO4UBXXE7L7Y87;;19624500019;BGF European Equity Income Fund - Aggregate;2020
Luxembourg (LU);LU0563471787;BGF European Equity Income Fund - Aggregate (CLASS X2);549300EO4UBXXE7L7Y87;;19624500019;BGF European Equity Income Fund - Aggregate;2020
Luxembourg (LU);LU1834329150;BGF European Equity Income Fund - Aggregate (Class X5G);549300EO4UBXXE7L7Y87;;19624500019;BGF European Equity Income Fund - Aggregate;2020
Luxembourg (LU);LU1185942585;BGF European Equity Income Fund Class D2 Hedged USD;549300EO4UBXXE7L7Y87;;19624500019;BGF European Equity Income Fund - Aggregate;2020
Luxembourg (LU);LU0871639463;BGF European Equity Income Fund Class D5G EUR;549300EO4UBXXE7L7Y87;;19624500019;BGF European Equity Income Fund - Aggregate;2020
Luxembourg (LU);LU0949170855;BGF European Equity Income Fund Class D5G Hedged GBP;549300EO4UBXXE7L7Y87;;19624500019;BGF European Equity Income Fund - Aggregate;2020
Luxembourg (LU);LU1015435362;BGF European Equity Income Fund Class X5G GBP;549300EO4UBXXE7L7Y87;;19624500019;BGF European Equity Income Fund - Aggregate;2020
Luxembourg (LU);LU2372745633;BGF Future Consumer Fund - Aggregate (Class D2);5493004TGOBEAE3VS848;;19624500019;BGF Future Consumer Fund;2022
Luxembourg (LU);LU2372974589;BGF Future Consumer Fund - Aggregate (Class I2);5493004TGOBEAE3VS848;;19624500019;BGF Future Consumer Fund;2022
Luxembourg (LU);LU2317271919;BGF Future Consumer Fund (Class A2);5493004TGOBEAE3VS848;;19624500019;BGF Future Consumer Fund;2022
Luxembourg (LU);LU2317272057;BGF Future Consumer Fund (Class A2);5493004TGOBEAE3VS848;;19624500019;BGF Future Consumer Fund;2022
Luxembourg (LU);LU2317272131;BGF Future Consumer Fund (Class D2);5493004TGOBEAE3VS848;;19624500019;BGF Future Consumer Fund;2022
Luxembourg (LU);LU2317272305;BGF Future Consumer Fund (Class I2);5493004TGOBEAE3VS848;;19624500019;BGF Future Consumer Fund;2022
Luxembourg (LU);LU2317272487;BGF Future Consumer Fund (Class X2);5493004TGOBEAE3VS848;;19624500019;BGF Future Consumer Fund;2022
Luxembourg (LU);LU2317272560;BGF Future Consumer Fund (Class Z2);5493004TGOBEAE3VS848;;19624500019;BGF Future Consumer Fund;2022
Luxembourg (LU);LU0471298348;BGF Nutrition Fund Class A2 Hedged EUR;549300JF9YVE3CKHH246;;19624500019;BGF Nutrition Fund - Aggregate;2020
Luxembourg (LU);LU0612935741;BGF Nutrition Fund Class A2 Hedged PLN;549300JF9YVE3CKHH246;;19624500019;BGF Nutrition Fund - Aggregate;2020
Luxembourg (LU);LU0471298777;BGF Nutrition Fund Class A2 Hedged SGD;549300JF9YVE3CKHH246;;19624500019;BGF Nutrition Fund - Aggregate;2020
Luxembourg (LU);LU0471298694;BGF Nutrition Fund Class A2 HKD;549300JF9YVE3CKHH246;;19624500019;BGF Nutrition Fund - Aggregate;2020
Luxembourg (LU);LU0385154629;BGF Nutrition Fund Class A2 USD;549300JF9YVE3CKHH246;;19624500019;BGF Nutrition Fund - Aggregate;2020
Luxembourg (LU);LU0471299072;BGF Nutrition Fund Class A4 Hedged EUR;549300JF9YVE3CKHH246;;19624500019;BGF Nutrition Fund - Aggregate;2020
Luxembourg (LU);LU0475494422;BGF Nutrition Fund Class A4 Hedged GBP;549300JF9YVE3CKHH246;;19624500019;BGF Nutrition Fund - Aggregate;2020
Luxembourg (LU);LU0496654400;BGF Nutrition Fund Class D2 EUR;549300JF9YVE3CKHH246;;19624500019;BGF Nutrition Fund - Aggregate;2020
Luxembourg (LU);LU0471298850;BGF Nutrition Fund Class D2 Hedged EUR;549300JF9YVE3CKHH246;;19624500019;BGF Nutrition Fund - Aggregate;2020
Luxembourg (LU);LU0827887943;BGF Nutrition Fund Class D2 Hedged GBP;549300JF9YVE3CKHH246;;19624500019;BGF Nutrition Fund - Aggregate;2020
Luxembourg (LU);LU0827888081;BGF Nutrition Fund Class D2 Hedged SGD;549300JF9YVE3CKHH246;;19624500019;BGF Nutrition Fund - Aggregate;2020
Luxembourg (LU);LU0827887869;BGF Nutrition Fund Class D2 HKD;549300JF9YVE3CKHH246;;19624500019;BGF Nutrition Fund - Aggregate;2020
Luxembourg (LU);LU0629637199;BGF Nutrition Fund Class D2 USD;549300JF9YVE3CKHH246;;19624500019;BGF Nutrition Fund - Aggregate;2020
Luxembourg (LU);LU0827888164;BGF Nutrition Fund Class D4 Hedged EUR;549300JF9YVE3CKHH246;;19624500019;BGF Nutrition Fund - Aggregate;2020
Luxembourg (LU);LU0827888248;BGF Nutrition Fund Class D4 Hedged GBP;549300JF9YVE3CKHH246;;19624500019;BGF Nutrition Fund - Aggregate;2020
Luxembourg (LU);LU0673439724;BGF Nutrition Fund Class I2 USD;549300JF9YVE3CKHH246;;19624500019;BGF Nutrition Fund - Aggregate;2020
Luxembourg (LU);LU1733225269;BGF Nutrition Fund X2 USD;549300JF9YVE3CKHH246;;19624500019;BGF Nutrition Fund - Aggregate;2020
Luxembourg (LU);LU0376447149;BGF Swiss Small & MidCap Opportunities Fund Class D2 CHF;549300YOB1KZTW27BE02;;19624500019;BGF Swiss Small & MidCap Opportunities Fund;2020
Luxembourg (LU);LU1276852404;BGF Swiss Small & MidCap Opportunities Fund Class D3 CHF;549300YOB1KZTW27BE02;;19624500019;BGF Swiss Small & MidCap Opportunities Fund;2020
Ireland (IE);LU1741216995;BGF Systematic China A-Share Opportunities Fund Aggregate ();549300HIK3R2NF85QQ13;;19624500019;BGF Systematic China A-Share Opportunities Fund;2022
Ireland (IE);LU2183146781;BGF Systematic China A-Share Opportunities Fund Aggregate ();549300HIK3R2NF85QQ13;;19624500019;BGF Systematic China A-Share Opportunities Fund;2022
Ireland (IE);LU1781817850;BGF Systematic China A-Share Opportunities Fund Aggregate (Class A2 Hedged);549300HIK3R2NF85QQ13;;19624500019;BGF Systematic China A-Share Opportunities Fund;2022
Ireland (IE);LU2028885262;BGF Systematic China A-Share Opportunities Fund Aggregate (Class D2);549300HIK3R2NF85QQ13;;19624500019;BGF Systematic China A-Share Opportunities Fund;2022
Ireland (IE);LU2183146609;BGF Systematic China A-Share Opportunities Fund Aggregate (Class I2 Hedged);549300HIK3R2NF85QQ13;;19624500019;BGF Systematic China A-Share Opportunities Fund;2022
Ireland (IE);LU1992160405;BGF Systematic China A-Share Opportunities Fund Aggregate (Class S2);549300HIK3R2NF85QQ13;;19624500019;BGF Systematic China A-Share Opportunities Fund;2022
Ireland (IE);LU1580142542;BGF Systematic China A-Share Opportunities Fund Class A2 USD;549300HIK3R2NF85QQ13;;19624500019;BGF Systematic China A-Share Opportunities Fund;2022
Ireland (IE);LU1580142625;BGF Systematic China A-Share Opportunities Fund Class D2 USD;549300HIK3R2NF85QQ13;;19624500019;BGF Systematic China A-Share Opportunities Fund;2022
Ireland (IE);LU1580142898;BGF Systematic China A-Share Opportunities Fund Class I2 USD;549300HIK3R2NF85QQ13;;19624500019;BGF Systematic China A-Share Opportunities Fund;2022
Ireland (IE);LU1580142971;BGF Systematic China A-Share Opportunities Fund Class X2 USD;549300HIK3R2NF85QQ13;;19624500019;BGF Systematic China A-Share Opportunities Fund;2022
Ireland (IE);LU1580143193;BGF Systematic China A-Share Opportunities Fund Class Z2 USD;549300HIK3R2NF85QQ13;;19624500019;BGF Systematic China A-Share Opportunities Fund;2022
Luxembourg (LU);LU1116320901;BGF Systematic Global Equity High Income - Aggregate (CLASS A6 HEDGED);549300F475OMFBQMD437;;19624500019;BGF Systematic Global Equity High Income;2022
Luxembourg (LU);LU1116320737;BGF Systematic Global Equity High Income - Aggregate (CLASS A6);549300F475OMFBQMD437;;19624500019;BGF Systematic Global Equity High Income;2022
Luxembourg (LU);LU1149717743;BGF Systematic Global Equity High Income - Aggregate (CLASS A8 HEDGED);549300F475OMFBQMD437;;19624500019;BGF Systematic Global Equity High Income;2022
Luxembourg (LU);LU1116320497;BGF Systematic Global Equity High Income - Aggregate (CLASS A8 HEDGED);549300F475OMFBQMD437;;19624500019;BGF Systematic Global Equity High Income;2022
Luxembourg (LU);LU1116319648;BGF Systematic Global Equity High Income - Aggregate (CLASS A8 HEDGED);549300F475OMFBQMD437;;19624500019;BGF Systematic Global Equity High Income;2022
Luxembourg (LU);LU1116320141;BGF Systematic Global Equity High Income - Aggregate (CLASS A8 HEDGED);549300F475OMFBQMD437;;19624500019;BGF Systematic Global Equity High Income;2022
Luxembourg (LU);LU0827880930;BGF Systematic Global Equity High Income - Aggregate (CLASS D2 HEDGED);549300F475OMFBQMD437;;19624500019;BGF Systematic Global Equity High Income;2022
Luxembourg (LU);LU0265552215;BGF Systematic Global Equity High Income - Aggregate (CLASS D5);549300F475OMFBQMD437;;19624500019;BGF Systematic Global Equity High Income;2022
Luxembourg (LU);LU1379101360;BGF Systematic Global Equity High Income - Aggregate (Class I5);549300F475OMFBQMD437;;19624500019;BGF Systematic Global Equity High Income;2022
Luxembourg (LU);LU0278718100;BGF Systematic Global Equity High Income - Aggregate(Hedged A2 EUR);549300F475OMFBQMD437;;19624500019;BGF Systematic Global Equity High Income;2022
Luxembourg (LU);LU0326426086;BGF Systematic Global Equity High Income - Aggregate(Hedged A2 SGD);549300F475OMFBQMD437;;19624500019;BGF Systematic Global Equity High Income;2022
Luxembourg (LU);LU0278719090;BGF Systematic Global Equity High Income - Aggregate(Hedged A5 EUR);549300F475OMFBQMD437;;19624500019;BGF Systematic Global Equity High Income;2022
Luxembourg (LU);LU0265550359;BGF Systematic Global Equity High Income - Aggregate(Share class A2 US;549300F475OMFBQMD437;;19624500019;BGF Systematic Global Equity High Income;2022
Luxembourg (LU);LU0265550946;BGF Systematic Global Equity High Income - Aggregate(Share class A5 US;549300F475OMFBQMD437;;19624500019;BGF Systematic Global Equity High Income;2022
Luxembourg (LU);LU2315843826;BGF Systematic Global Equity High Income Fund - Aggregate (Class A2 G Hedge;549300F475OMFBQMD437;;19624500019;BGF Systematic Global Equity High Income;2022
Luxembourg (LU);LU2290526081;BGF Systematic Global Equity High Income Fund - Aggregate (Class A2);549300F475OMFBQMD437;;19624500019;BGF Systematic Global Equity High Income;2022
Luxembourg (LU);LU2315843669;BGF Systematic Global Equity High Income Fund - Aggregate (Class A5G Hedged;549300F475OMFBQMD437;;19624500019;BGF Systematic Global Equity High Income;2022
Luxembourg (LU);LU2250418733;BGF Systematic Global Equity High Income Fund - Aggregate (Class A8 Hedged);549300F475OMFBQMD437;;19624500019;BGF Systematic Global Equity High Income;2022
Luxembourg (LU);LU2315844048;BGF Systematic Global Equity High Income Fund - Aggregate (Class D2 G Hedge;549300F475OMFBQMD437;;19624500019;BGF Systematic Global Equity High Income;2022
Luxembourg (LU);LU2315843743;BGF Systematic Global Equity High Income Fund - Aggregate (Class D5 Hedged);549300F475OMFBQMD437;;19624500019;BGF Systematic Global Equity High Income;2022
Luxembourg (LU);LU2325744022;BGF Systematic Global Equity High Income Fund - Aggregate (Class D5G Hedged;549300F475OMFBQMD437;;19624500019;BGF Systematic Global Equity High Income;2022
Luxembourg (LU);LU2315843586;BGF Systematic Global Equity High Income Fund - Aggregate (Class D5G Hedged;549300F475OMFBQMD437;;19624500019;BGF Systematic Global Equity High Income;2022
Luxembourg (LU);LU1791805960;BGF Systematic Global Equity High Income Fund - Aggregate (Class I2);549300F475OMFBQMD437;;19624500019;BGF Systematic Global Equity High Income;2022
Luxembourg (LU);LU1630945258;BGF Systematic Global Equity High Income Fund - Aggregate (Class I3);549300F475OMFBQMD437;;19624500019;BGF Systematic Global Equity High Income;2022
Luxembourg (LU);LU2319964198;BGF Systematic Global Equity High Income Fund - Aggregate (Class I5G Hedged;549300F475OMFBQMD437;;19624500019;BGF Systematic Global Equity High Income;2022
Luxembourg (LU);LU2319964271;BGF Systematic Global Equity High Income Fund - Aggregate (Class I5G Hedged;549300F475OMFBQMD437;;19624500019;BGF Systematic Global Equity High Income;2022
Luxembourg (LU);LU0265554344;BGF Systematic Global Equity High Income Fund - Aggregate (Class X2);549300F475OMFBQMD437;;19624500019;BGF Systematic Global Equity High Income;2022
Luxembourg (LU);LU1116319994;BGF Systematic Global Equity High Income Fund Class A6 Hedged GBP;549300F475OMFBQMD437;;19624500019;BGF Systematic Global Equity High Income;2022
Luxembourg (LU);LU0368268602;BGF Systematic Global Equity High Income Fund Class D2 USD;549300F475OMFBQMD437;;19624500019;BGF Systematic Global Equity High Income;2022
Luxembourg (LU);LU1023057448;BGF Systematic Global Small Cap Fund - Aggregate (CLASS A2 HEDGED);549300HBMGWEEZN5BI34;;19624500019;BGF Systematic Global Small Cap Fund;2022
Luxembourg (LU);LU2308287098;BGF Systematic Global Small Cap Fund - Aggregate (Class X2);549300HBMGWEEZN5BI34;;19624500019;BGF Systematic Global Small Cap Fund;2022
Luxembourg (LU);LU0376433602;BGF Systematic Global Small Cap Fund (CLASS D2);549300HBMGWEEZN5BI34;;19624500019;BGF Systematic Global Small Cap Fund;2022
Luxembourg (LU);LU0171288334;BGF Systematic Global Small Cap Fund(Share class A2 EUR);549300HBMGWEEZN5BI34;;19624500019;BGF Systematic Global Small Cap Fund;2022
Luxembourg (LU);LU0054578231;BGF Systematic Global Small Cap Fund(Share class A2 USD);549300HBMGWEEZN5BI34;;19624500019;BGF Systematic Global Small Cap Fund;2022
Luxembourg (LU);LU0679964535;BGF United Kingdom Fund (CLASS D2);549300CZ01EMON5C7Z93;;19624500019;BGF United Kingdom Fund;2020
Luxembourg (LU);LU0827885905;BGF United Kingdom Fund (CLASS D2);549300CZ01EMON5C7Z93;;19624500019;BGF United Kingdom Fund;2020
Luxembourg (LU);LU1495983246;BGF United Kingdom Fund (Class I2);549300CZ01EMON5C7Z93;;19624500019;BGF United Kingdom Fund;2020
Luxembourg (LU);LU0147381346;BGF United Kingdom Fund (CLASS X2);549300CZ01EMON5C7Z93;;19624500019;BGF United Kingdom Fund;2020
Luxembourg (LU);LU0468812655;BGF United Kingdom Fund (CLASS X2);549300CZ01EMON5C7Z93;;19624500019;BGF United Kingdom Fund;2020
Luxembourg (LU);LU0204064025;BGF United Kingdom Fund Class A4 GBP;549300CZ01EMON5C7Z93;;19624500019;BGF United Kingdom Fund;2020
Luxembourg (LU);LU0329592967;BGF United Kingdom Fund Class D2 GBP;549300CZ01EMON5C7Z93;;19624500019;BGF United Kingdom Fund;2020
Luxembourg (LU);LU0827886036;BGF United Kingdom Fund Class D4 GBP;549300CZ01EMON5C7Z93;;19624500019;BGF United Kingdom Fund;2020
Luxembourg (LU);LU0171293177;BGF United Kingdom Fund(Share class A2 EUR);549300CZ01EMON5C7Z93;;19624500019;BGF United Kingdom Fund;2020
Luxembourg (LU);LU0011847091;BGF United Kingdom Fund(Share class A2 GBP);549300CZ01EMON5C7Z93;;19624500019;BGF United Kingdom Fund;2020
Luxembourg (LU);LU0171293334;BGF United Kingdom Fund(Share class A2 USD);549300CZ01EMON5C7Z93;;19624500019;BGF United Kingdom Fund;2020
Luxembourg (LU);LU2372744404;BGF US Sustainable Equity Fund - Aggregate (Class D2);549300KZU3AFC0XHX480;;19624500019;BGF US Sustainable Equity Fund;2022
Luxembourg (LU);LU2372744230;BGF US Sustainable Equity Fund - Aggregate (Class I2 EUR);549300KZU3AFC0XHX480;;19624500019;BGF US Sustainable Equity Fund;2022
Luxembourg (LU);LU2344725267;BGF US Sustainable Equity Fund (Class A2);549300KZU3AFC0XHX480;;19624500019;BGF US Sustainable Equity Fund;2022
Luxembourg (LU);LU2344725184;BGF US Sustainable Equity Fund (Class D2);549300KZU3AFC0XHX480;;19624500019;BGF US Sustainable Equity Fund;2022
Luxembourg (LU);LU2348338471;BGF US Sustainable Equity Fund (Class I2);549300KZU3AFC0XHX480;;19624500019;BGF US Sustainable Equity Fund;2022
Luxembourg (LU);LU2344725002;BGF US Sustainable Equity Fund (Class X2);549300KZU3AFC0XHX480;;19624500019;BGF US Sustainable Equity Fund;2022
Luxembourg (LU);LU0589470672;BGF World Energy Fund - Aggregate (CLASS A2 HEDGED);549300ONQ7XH0HHO0U76;;19624500019;BGF World Energy Fund - Aggregate;2020
Luxembourg (LU);LU0368265418;BGF World Energy Fund - Aggregate (CLASS A2 HEDGED);549300ONQ7XH0HHO0U76;;19624500019;BGF World Energy Fund - Aggregate;2020
Luxembourg (LU);LU0788109394;BGF World Energy Fund - Aggregate (CLASS A2 HEDGED);549300ONQ7XH0HHO0U76;;19624500019;BGF World Energy Fund - Aggregate;2020
Luxembourg (LU);LU1023058172;BGF World Energy Fund - Aggregate (CLASS A2 HEDGED);549300ONQ7XH0HHO0U76;;19624500019;BGF World Energy Fund - Aggregate;2020
Luxembourg (LU);LU0408222247;BGF World Energy Fund - Aggregate (CLASS A4);549300ONQ7XH0HHO0U76;;19624500019;BGF World Energy Fund - Aggregate;2020
Luxembourg (LU);LU0827888834;BGF World Energy Fund - Aggregate (CLASS D2 HEDGED);549300ONQ7XH0HHO0U76;;19624500019;BGF World Energy Fund - Aggregate;2020
Luxembourg (LU);LU0827888750;BGF World Energy Fund - Aggregate (CLASS D4);549300ONQ7XH0HHO0U76;;19624500019;BGF World Energy Fund - Aggregate;2020
Luxembourg (LU);LU0827888677;BGF World Energy Fund - Aggregate (CLASS D4);549300ONQ7XH0HHO0U76;;19624500019;BGF World Energy Fund - Aggregate;2020
Luxembourg (LU);LU0368235932;BGF World Energy Fund - Aggregate (CLASS I2 HEDGED);549300ONQ7XH0HHO0U76;;19624500019;BGF World Energy Fund - Aggregate;2020
Luxembourg (LU);LU0368250907;BGF World Energy Fund - Aggregate (CLASS I2);549300ONQ7XH0HHO0U76;;19624500019;BGF World Energy Fund - Aggregate;2020
Luxembourg (LU);LU0326422176;BGF World Energy Fund - AGGREGATE (Hedged A2 EUR);549300ONQ7XH0HHO0U76;;19624500019;BGF World Energy Fund - Aggregate;2020
Luxembourg (LU);LU0326422333;BGF World Energy Fund - AGGREGATE (Hedged D2 EUR);549300ONQ7XH0HHO0U76;;19624500019;BGF World Energy Fund - Aggregate;2020
Luxembourg (LU);LU0171301533;BGF World Energy Fund - AGGREGATE (Share class A2 EUR);549300ONQ7XH0HHO0U76;;19624500019;BGF World Energy Fund - Aggregate;2020
Luxembourg (LU);LU0122376428;BGF World Energy Fund - AGGREGATE (Share class A2 USD);549300ONQ7XH0HHO0U76;;19624500019;BGF World Energy Fund - Aggregate;2020
Luxembourg (LU);LU0252963896;BGF World Energy Fund - AGGREGATE (Share class D2 EUR);549300ONQ7XH0HHO0U76;;19624500019;BGF World Energy Fund - Aggregate;2020
Luxembourg (LU);LU0252969075;BGF World Energy Fund - AGGREGATE (Share class D2 USD);549300ONQ7XH0HHO0U76;;19624500019;BGF World Energy Fund - Aggregate;2020
Luxembourg (LU);LU0214281593;BGF World Energy Fund - AGGREGATE (X EUR);549300ONQ7XH0HHO0U76;;19624500019;BGF World Energy Fund - Aggregate;2020
